sourceId,eventType,eventTime,currentAggregateRate
6,SOURCE_ON,259.2926961316634,8.0
4,SOURCE_ON,259.3546958136294,9.0
3,SOURCE_ON,259.35594665359287,10.0
17,SOURCE_ON,259.4503203575612,11.0
11,SOURCE_ON,259.5573295948772,12.0
15,SOURCE_OFF,259.6827249622119,11.0
16,SOURCE_ON,259.9456740322142,12.0
4,SOURCE_OFF,260.3724614924231,11.0
1,SOURCE_OFF,260.462610617033,10.0
6,SOURCE_OFF,260.5202625327784,9.0
0,SOURCE_OFF,260.56081532705315,8.0
3,SOURCE_OFF,260.5697518518623,7.0
9,SOURCE_ON,260.579254733041,8.0
18,SOURCE_ON,260.70375564182194,9.0
10,SOURCE_ON,260.81821137348715,10.0
7,SOURCE_ON,260.8458728897069,11.0
15,SOURCE_ON,260.8969232647242,12.0
2,SOURCE_OFF,261.05340842687,11.0
16,SOURCE_OFF,261.2731803521855,10.0
12,SOURCE_ON,261.33832428912706,11.0
17,SOURCE_OFF,261.35993169777845,10.0
11,SOURCE_OFF,261.41093289492653,9.0
1,SOURCE_ON,261.5608788373758,10.0
4,SOURCE_ON,261.6351934076792,11.0
7,SOURCE_OFF,261.89416340406905,10.0
3,SOURCE_ON,262.0336465608449,11.0
9,SOURCE_OFF,262.2252550096364,10.0
18,SOURCE_OFF,262.24618318813395,9.0
6,SOURCE_ON,262.2509977864735,10.0
12,SOURCE_OFF,262.49044031877804,9.0
4,SOURCE_OFF,262.6954828011196,8.0
10,SOURCE_OFF,262.7354152092685,7.0
15,SOURCE_OFF,263.0931999856862,6.0
3,SOURCE_OFF,263.2718780089428,5.0
0,SOURCE_ON,263.28145272288253,6.0
17,SOURCE_ON,263.3477920804551,7.0
11,SOURCE_ON,263.7749713071621,8.0
1,SOURCE_OFF,263.82911387858655,7.0
10,SOURCE_ON,263.9731558859789,8.0
18,SOURCE_ON,264.1350911251073,9.0
15,SOURCE_ON,264.1437603402913,10.0
9,SOURCE_ON,264.2110398661002,11.0
16,SOURCE_ON,264.49108876987856,12.0
0,SOURCE_OFF,264.5561827691114,11.0
6,SOURCE_OFF,264.7258358709075,10.0
17,SOURCE_OFF,264.8445873075768,9.0
3,SOURCE_ON,265.03505224781105,10.0
11,SOURCE_OFF,265.14149077627667,9.0
15,SOURCE_OFF,265.202344282172,8.0
12,SOURCE_ON,265.3900143855877,9.0
1,SOURCE_ON,265.530006561426,10.0
10,SOURCE_OFF,265.5482439840163,9.0
9,SOURCE_OFF,265.584887841055,8.0
18,SOURCE_OFF,265.66509743870256,7.0
6,SOURCE_ON,265.8623395561697,8.0
4,SOURCE_ON,265.8635848026887,9.0
17,SOURCE_ON,265.9232506437724,10.0
0,SOURCE_ON,266.23824972402866,11.0
8,SOURCE_ON,266.3304834507149,12.0
3,SOURCE_OFF,266.3965561658415,11.0
11,SOURCE_ON,266.4192543229995,12.0
12,SOURCE_OFF,266.61826204727646,11.0
15,SOURCE_ON,266.66063997192714,12.0
9,SOURCE_ON,267.04944711535234,13.0
17,SOURCE_OFF,267.0996370083334,12.0
4,SOURCE_OFF,267.1399274820947,11.0
16,SOURCE_OFF,267.61268790514407,10.0
8,SOURCE_OFF,267.7367985739957,9.0
18,SOURCE_ON,267.979599614678,10.0
1,SOURCE_OFF,268.0979543449971,9.0
11,SOURCE_OFF,268.1067232679731,8.0
15,SOURCE_OFF,268.1248554272231,7.0
12,SOURCE_ON,268.14661600149253,8.0
0,SOURCE_OFF,268.20391317700364,7.0
9,SOURCE_OFF,268.33322540645577,6.0
4,SOURCE_ON,268.37435908584797,7.0
6,SOURCE_OFF,268.5261844656968,6.0
2,SOURCE_ON,268.8508723112565,7.0
17,SOURCE_ON,268.91265413550093,8.0
5,SOURCE_OFF,269.1931314923815,7.0
8,SOURCE_ON,269.4133296695687,8.0
11,SOURCE_ON,269.44035990946554,9.0
15,SOURCE_ON,269.5092901702832,10.0
6,SOURCE_ON,269.5325983851054,11.0
0,SOURCE_ON,269.541261357762,12.0
2,SOURCE_OFF,270.0598312008544,11.0
16,SOURCE_ON,270.08141914578846,12.0
17,SOURCE_OFF,270.2309039029478,11.0
10,SOURCE_ON,270.23898049759464,12.0
5,SOURCE_ON,270.30424514329803,13.0
8,SOURCE_OFF,270.5853148897599,12.0
9,SOURCE_ON,270.6720538356019,13.0
0,SOURCE_OFF,270.7359236921646,12.0
6,SOURCE_OFF,270.9448887456434,11.0
12,SOURCE_OFF,271.0824196509453,10.0
2,SOURCE_ON,271.12279217425146,11.0
10,SOURCE_OFF,271.422735525843,10.0
1,SOURCE_ON,271.4410017469392,11.0
4,SOURCE_OFF,271.5783638522811,10.0
8,SOURCE_ON,271.8280291159234,11.0
15,SOURCE_OFF,271.83172082093216,10.0
6,SOURCE_ON,272.2733384681174,11.0
9,SOURCE_OFF,272.43592279838464,10.0
12,SOURCE_ON,272.5223032053107,11.0
3,SOURCE_ON,272.58068699839,12.0
11,SOURCE_OFF,272.8598908389452,11.0
15,SOURCE_ON,272.9371493296767,12.0
13,SOURCE_OFF,272.9730597414755,11.0
4,SOURCE_ON,273.00161699886206,12.0
1,SOURCE_OFF,273.22438374719513,11.0
18,SOURCE_OFF,273.24960693396565,10.0
6,SOURCE_OFF,273.33503512123247,9.0
10,SOURCE_ON,273.38495935486617,10.0
0,SOURCE_ON,273.637793897703,11.0
17,SOURCE_ON,273.6408547309727,12.0
15,SOURCE_OFF,273.9711998742366,11.0
9,SOURCE_ON,273.97611992049184,12.0
12,SOURCE_OFF,274.06794267343025,11.0
11,SOURCE_ON,274.1229373184884,12.0
4,SOURCE_OFF,274.1654780117611,11.0
8,SOURCE_OFF,274.1875782459477,10.0
3,SOURCE_OFF,274.3330041486513,9.0
14,SOURCE_ON,274.3997382787862,10.0
6,SOURCE_ON,274.6558153242365,11.0
0,SOURCE_OFF,274.7528705287897,10.0
17,SOURCE_OFF,274.8752949523231,9.0
10,SOURCE_OFF,274.97858110114373,8.0
15,SOURCE_ON,275.0536574746647,9.0
7,SOURCE_ON,275.19600582536896,10.0
13,SOURCE_ON,275.2715717530726,11.0
12,SOURCE_ON,275.2716284707157,12.0
11,SOURCE_OFF,275.6272747522336,11.0
14,SOURCE_OFF,275.7678132328714,10.0
16,SOURCE_OFF,275.80899003483296,9.0
17,SOURCE_ON,275.9303201893744,10.0
4,SOURCE_ON,275.9425645821408,11.0
10,SOURCE_ON,276.220628711873,12.0
13,SOURCE_OFF,276.5845545931585,11.0
2,SOURCE_OFF,276.5857513272706,10.0
12,SOURCE_OFF,276.6148141582494,9.0
3,SOURCE_ON,276.6218869664011,10.0
6,SOURCE_OFF,276.62232856379507,9.0
8,SOURCE_ON,276.65282012048743,10.0
18,SOURCE_ON,276.68308919275376,11.0
1,SOURCE_ON,276.70708707580184,12.0
11,SOURCE_ON,276.71215101105537,13.0
17,SOURCE_OFF,277.03309819854337,12.0
14,SOURCE_ON,277.0586792747209,13.0
15,SOURCE_OFF,277.6425976485372,12.0
13,SOURCE_ON,277.67098482264925,13.0
3,SOURCE_OFF,277.71059473795384,12.0
2,SOURCE_ON,277.769743014228,13.0
4,SOURCE_OFF,277.9023125328966,12.0
6,SOURCE_ON,277.9599615352355,13.0
11,SOURCE_OFF,278.08706188601485,12.0
1,SOURCE_OFF,278.13673842908537,11.0
12,SOURCE_ON,278.2530328771935,12.0
7,SOURCE_OFF,278.43518898683294,11.0
17,SOURCE_ON,278.441904670598,12.0
14,SOURCE_OFF,278.5536465023213,11.0
16,SOURCE_ON,278.56745453548416,12.0
9,SOURCE_OFF,278.7228777698528,11.0
13,SOURCE_OFF,278.7781017514105,10.0
2,SOURCE_OFF,278.94100890063964,9.0
3,SOURCE_ON,278.96639785689945,10.0
0,SOURCE_ON,279.0766446808372,11.0
11,SOURCE_ON,279.2196343979163,12.0
7,SOURCE_ON,279.56725455174205,13.0
6,SOURCE_OFF,279.7031534467081,12.0
16,SOURCE_OFF,279.8589448851378,11.0
15,SOURCE_ON,279.9707627990349,12.0
14,SOURCE_ON,280.0523074943894,13.0
17,SOURCE_OFF,280.0660003300443,12.0
8,SOURCE_OFF,280.2288926747733,11.0
4,SOURCE_ON,280.33905935357166,12.0
1,SOURCE_ON,280.3446465401213,13.0
2,SOURCE_ON,280.3516750897667,14.0
9,SOURCE_ON,280.3604015289454,15.0
13,SOURCE_ON,280.36260356476834,16.0
3,SOURCE_OFF,280.5419268198792,15.0
7,SOURCE_OFF,280.74730190435025,14.0
16,SOURCE_ON,280.8723809179344,15.0
0,SOURCE_OFF,280.9052717781427,14.0
12,SOURCE_OFF,280.9881062924289,13.0
15,SOURCE_OFF,281.0856852237803,12.0
8,SOURCE_ON,281.2834565894169,13.0
11,SOURCE_OFF,281.3102896860503,12.0
2,SOURCE_OFF,281.4285269620283,11.0
14,SOURCE_OFF,281.4958315189359,10.0
17,SOURCE_ON,281.5427077245287,11.0
16,SOURCE_OFF,281.922061351444,10.0
0,SOURCE_ON,282.221866503709,11.0
13,SOURCE_OFF,282.2792013253422,10.0
7,SOURCE_ON,282.3073072059956,11.0
3,SOURCE_ON,282.4389681738659,12.0
8,SOURCE_OFF,282.712973130155,11.0
1,SOURCE_OFF,282.9972837748911,10.0
14,SOURCE_ON,283.17964033236586,11.0
16,SOURCE_ON,283.22730275159455,12.0
0,SOURCE_OFF,283.25316902120557,11.0
11,SOURCE_ON,283.2958907513085,12.0
7,SOURCE_OFF,283.3408489937629,11.0
2,SOURCE_ON,283.48335458227126,12.0
3,SOURCE_OFF,283.7143901415093,11.0
8,SOURCE_ON,283.8350171592082,12.0
12,SOURCE_ON,283.93923987687253,13.0
1,SOURCE_ON,284.25959108182275,14.0
7,SOURCE_ON,284.40594264238996,15.0
16,SOURCE_OFF,284.4246004493159,14.0
2,SOURCE_OFF,284.57179223931524,13.0
11,SOURCE_OFF,284.58376423308755,12.0
15,SOURCE_ON,284.66663117474,13.0
8,SOURCE_OFF,285.1082710822281,12.0
12,SOURCE_OFF,285.3858731581216,11.0
5,SOURCE_OFF,285.49911716126763,10.0
7,SOURCE_OFF,285.60195463658414,9.0
13,SOURCE_ON,285.9490363415765,10.0
15,SOURCE_OFF,285.9539795738391,9.0
10,SOURCE_OFF,286.1818074629279,8.0
16,SOURCE_ON,286.3764084694895,9.0
0,SOURCE_ON,286.54659635626393,10.0
18,SOURCE_OFF,286.6006293379995,9.0
15,SOURCE_ON,287.01078564810166,10.0
12,SOURCE_ON,287.06658760342987,11.0
16,SOURCE_OFF,287.398739154992,10.0
0,SOURCE_OFF,287.5786823277386,9.0
13,SOURCE_OFF,287.6296731661495,8.0
18,SOURCE_ON,287.6996393013886,9.0
11,SOURCE_ON,287.8436995782734,10.0
7,SOURCE_ON,288.23175705245006,11.0
0,SOURCE_ON,288.59856500860616,12.0
15,SOURCE_OFF,288.84151922763556,11.0
18,SOURCE_OFF,288.9192722480438,10.0
5,SOURCE_ON,289.0818416095346,11.0
13,SOURCE_ON,289.12524542605297,12.0
7,SOURCE_OFF,289.29174543841117,11.0
16,SOURCE_ON,289.53825540072177,12.0
11,SOURCE_OFF,289.6730167216896,11.0
0,SOURCE_OFF,289.70591444835316,10.0
13,SOURCE_OFF,290.1520450923361,9.0
5,SOURCE_OFF,290.30797580142587,8.0
2,SOURCE_ON,290.50012525574607,9.0
11,SOURCE_ON,290.81164737809297,10.0
15,SOURCE_ON,290.9428101887061,11.0
13,SOURCE_ON,291.6447911722421,12.0
10,SOURCE_ON,291.89619342157096,13.0
15,SOURCE_OFF,291.9753779440403,12.0
3,SOURCE_ON,292.04437128314515,13.0
7,SOURCE_ON,292.12312223556455,14.0
11,SOURCE_OFF,292.37783038661667,13.0
5,SOURCE_ON,292.5806405299405,14.0
8,SOURCE_ON,293.00379107049474,15.0
6,SOURCE_ON,293.08860788257795,16.0
12,SOURCE_OFF,293.16235580229255,15.0
0,SOURCE_ON,293.2300988169687,16.0
13,SOURCE_OFF,293.2914384451038,15.0
2,SOURCE_OFF,293.40846321478193,14.0
7,SOURCE_OFF,293.5236944869855,13.0
10,SOURCE_OFF,293.5551310345389,12.0
5,SOURCE_OFF,293.6319984305385,11.0
11,SOURCE_ON,294.01425140443206,12.0
16,SOURCE_OFF,294.0313176607285,11.0
9,SOURCE_OFF,294.07899196361024,10.0
3,SOURCE_OFF,294.09106547973187,9.0
6,SOURCE_OFF,294.27785952378736,8.0
12,SOURCE_ON,294.4758001347117,9.0
10,SOURCE_ON,294.6723581288282,10.0
2,SOURCE_ON,294.82747951877553,11.0
7,SOURCE_ON,294.9784089475618,12.0
15,SOURCE_ON,295.014497673353,13.0
0,SOURCE_OFF,295.1574598557928,12.0
16,SOURCE_ON,295.2830165559009,13.0
18,SOURCE_ON,295.304109646725,14.0
9,SOURCE_ON,295.4314225149786,15.0
1,SOURCE_OFF,295.69934360988043,14.0
11,SOURCE_OFF,296.0797295070628,13.0
15,SOURCE_OFF,296.13615063998657,12.0
10,SOURCE_OFF,296.34634005425863,11.0
0,SOURCE_ON,296.7291087910752,12.0
2,SOURCE_OFF,296.7326762387077,11.0
8,SOURCE_OFF,296.8829794859046,10.0
7,SOURCE_OFF,296.90673295161946,9.0
11,SOURCE_ON,297.0847251276972,10.0
5,SOURCE_ON,297.11871190234575,11.0
14,SOURCE_OFF,297.1226876300978,10.0
1,SOURCE_ON,297.1683549417672,11.0
9,SOURCE_OFF,297.4181792874343,10.0
10,SOURCE_ON,297.4395867947856,11.0
2,SOURCE_ON,297.774232336659,12.0
8,SOURCE_ON,297.9082338013547,13.0
15,SOURCE_ON,297.9807221474421,14.0
0,SOURCE_OFF,297.99333436131946,13.0
7,SOURCE_ON,298.1466815748842,14.0
10,SOURCE_OFF,298.44859688003163,13.0
16,SOURCE_OFF,298.51836814280006,12.0
14,SOURCE_ON,298.64111911742543,13.0
4,SOURCE_OFF,298.7568299314159,12.0
9,SOURCE_ON,298.83359219613715,13.0
10,SOURCE_ON,299.5483951014045,14.0
15,SOURCE_OFF,299.6933738061763,13.0
14,SOURCE_OFF,299.7250324408005,12.0
13,SOURCE_ON,299.9943114830504,13.0
7,SOURCE_OFF,300.034928487593,12.0
4,SOURCE_ON,300.34066833793764,13.0
2,SOURCE_OFF,300.4051354134973,12.0
16,SOURCE_ON,300.5877247248852,13.0
9,SOURCE_OFF,300.62525007853816,12.0
15,SOURCE_ON,300.70361909470824,13.0
14,SOURCE_ON,300.81357490677556,14.0
0,SOURCE_ON,300.83854650155797,15.0
17,SOURCE_OFF,300.93991854838544,14.0
13,SOURCE_OFF,301.0175175976811,13.0
8,SOURCE_OFF,301.9387142096466,12.0
15,SOURCE_OFF,301.945348203036,11.0
17,SOURCE_ON,301.9949670594571,12.0
11,SOURCE_OFF,302.08974920798454,11.0
0,SOURCE_OFF,302.42220318827555,10.0
3,SOURCE_ON,302.43735597802544,11.0
10,SOURCE_OFF,302.4771010219855,10.0
14,SOURCE_OFF,302.68201598928874,9.0
12,SOURCE_OFF,302.9717444340709,8.0
17,SOURCE_OFF,303.0926884975293,7.0
13,SOURCE_ON,303.14076450352997,8.0
9,SOURCE_ON,303.17621047320563,9.0
8,SOURCE_ON,303.93016426676434,10.0
10,SOURCE_ON,303.96993685884,11.0
14,SOURCE_ON,304.01265940263266,12.0
7,SOURCE_ON,304.0823513492871,13.0
13,SOURCE_OFF,304.19185562162215,12.0
12,SOURCE_ON,304.4855199416739,13.0
0,SOURCE_ON,304.5301086604173,14.0
17,SOURCE_ON,304.7684589496947,15.0
9,SOURCE_OFF,304.8934556429558,14.0
8,SOURCE_OFF,304.94445336650836,13.0
14,SOURCE_OFF,305.2872634978821,12.0
7,SOURCE_OFF,305.42014974317317,11.0
12,SOURCE_OFF,305.4890641948015,10.0
13,SOURCE_ON,305.58059854407156,11.0
16,SOURCE_OFF,305.8073769863291,10.0
15,SOURCE_ON,305.90285516472386,11.0
8,SOURCE_ON,306.1545052299062,12.0
17,SOURCE_OFF,306.21318432780225,11.0
9,SOURCE_ON,306.2611521826443,12.0
0,SOURCE_OFF,306.29569865754524,11.0
13,SOURCE_OFF,306.7172353428856,10.0
12,SOURCE_ON,306.8285970731955,11.0
2,SOURCE_ON,306.84262922237036,12.0
15,SOURCE_OFF,306.976206183587,11.0
14,SOURCE_ON,307.01944955750935,12.0
8,SOURCE_OFF,307.59714846628947,11.0
3,SOURCE_OFF,307.90262524742997,10.0
15,SOURCE_ON,308.031656276137,11.0
12,SOURCE_OFF,308.2047935707894,10.0
14,SOURCE_OFF,308.2206278261904,9.0
13,SOURCE_ON,308.71346366802936,10.0
8,SOURCE_ON,308.8832708758216,11.0
0,SOURCE_ON,309.14521078154166,12.0
15,SOURCE_OFF,309.2584979473808,11.0
14,SOURCE_ON,309.3048438706537,12.0
10,SOURCE_OFF,309.30708735840824,11.0
17,SOURCE_ON,309.48546096761567,12.0
2,SOURCE_OFF,309.7738450999342,11.0
16,SOURCE_ON,309.8930054271448,12.0
0,SOURCE_OFF,310.19099470277405,11.0
13,SOURCE_OFF,310.19299147365217,10.0
8,SOURCE_OFF,310.2041200638779,9.0
5,SOURCE_OFF,310.2347197434824,8.0
14,SOURCE_OFF,310.4095065046956,7.0
17,SOURCE_OFF,310.62484941647847,6.0
15,SOURCE_ON,310.7295337860563,7.0
2,SOURCE_ON,310.8568544230534,8.0
16,SOURCE_OFF,310.9020159941935,7.0
3,SOURCE_ON,311.2695048118658,8.0
5,SOURCE_ON,311.30871878948284,9.0
0,SOURCE_ON,311.4851400956727,10.0
13,SOURCE_ON,311.55775825468123,11.0
16,SOURCE_ON,311.9423535853427,12.0
14,SOURCE_ON,312.2412851098092,13.0
15,SOURCE_OFF,312.41980559649227,12.0
3,SOURCE_OFF,312.56939364150355,11.0
8,SOURCE_ON,312.57246335286237,12.0
5,SOURCE_OFF,312.5861504214448,11.0
2,SOURCE_OFF,312.9450488436385,10.0
0,SOURCE_OFF,313.06237519900213,9.0
1,SOURCE_OFF,313.2428494075734,8.0
14,SOURCE_OFF,313.35434500932286,7.0
13,SOURCE_OFF,313.5623638862114,6.0
11,SOURCE_ON,313.7713736166041,7.0
2,SOURCE_ON,314.08443556664935,8.0
1,SOURCE_ON,314.2730184882889,9.0
8,SOURCE_OFF,314.3630552007234,8.0
17,SOURCE_ON,314.5738280348751,9.0
13,SOURCE_ON,314.67836120174445,10.0
11,SOURCE_OFF,314.95604280929405,9.0
14,SOURCE_ON,315.0087983061444,10.0
15,SOURCE_ON,315.0625902134085,11.0
3,SOURCE_ON,315.11392326286466,12.0
0,SOURCE_ON,315.15116807167755,13.0
13,SOURCE_OFF,316.0132012048569,12.0
15,SOURCE_OFF,316.26870053999704,11.0
14,SOURCE_OFF,316.33453193303944,10.0
0,SOURCE_OFF,316.41296062269555,9.0
5,SOURCE_ON,316.60276714191605,10.0
3,SOURCE_OFF,316.7390860988871,9.0
11,SOURCE_ON,316.74362497337563,10.0
2,SOURCE_OFF,316.8067048494031,9.0
16,SOURCE_OFF,317.2842698171397,8.0
14,SOURCE_ON,317.4755056181406,9.0
13,SOURCE_ON,317.48830858517425,10.0
5,SOURCE_OFF,317.6112580374495,9.0
8,SOURCE_ON,317.7162925199688,10.0
3,SOURCE_ON,318.6706701689324,11.0
5,SOURCE_ON,318.69949690696797,12.0
17,SOURCE_OFF,318.8154720789165,11.0
15,SOURCE_ON,318.95522637299257,12.0
0,SOURCE_ON,319.2491066999709,13.0
11,SOURCE_OFF,319.4169702526534,12.0
8,SOURCE_OFF,319.46714400203007,11.0
16,SOURCE_ON,319.5734195602919,12.0
3,SOURCE_OFF,319.6945760553355,11.0
0,SOURCE_OFF,320.25409609617316,10.0
17,SOURCE_ON,320.55546518583736,11.0
14,SOURCE_OFF,320.7983042368249,10.0
1,SOURCE_OFF,321.08376270690536,9.0
3,SOURCE_ON,321.1988764427559,10.0
17,SOURCE_OFF,321.73330099428875,9.0
0,SOURCE_ON,322.00408145615,10.0
15,SOURCE_OFF,322.01531283530494,9.0
14,SOURCE_ON,322.612780873501,10.0
1,SOURCE_ON,322.71023054064585,11.0
5,SOURCE_OFF,322.72042638836314,10.0
17,SOURCE_ON,323.00860028868925,11.0
13,SOURCE_OFF,323.39101862397365,10.0
15,SOURCE_ON,323.39788486210347,11.0
16,SOURCE_OFF,323.66482241851514,10.0
2,SOURCE_ON,323.6649778135348,11.0
5,SOURCE_ON,323.8941761568892,12.0
0,SOURCE_OFF,324.0584366378076,11.0
14,SOURCE_OFF,324.07863365287017,10.0
1,SOURCE_OFF,324.22775781552156,9.0
3,SOURCE_OFF,324.5220056063447,8.0
2,SOURCE_OFF,324.7398325759401,7.0
15,SOURCE_OFF,324.95805385665483,6.0
14,SOURCE_ON,325.09411289140274,7.0
5,SOURCE_OFF,325.2632284777251,6.0
16,SOURCE_ON,325.26668266357007,7.0
12,SOURCE_ON,325.32841709445756,8.0
6,SOURCE_ON,325.57345359129454,9.0
1,SOURCE_ON,326.0482873827277,10.0
2,SOURCE_ON,326.2335975553936,11.0
0,SOURCE_ON,326.28679836635825,12.0
12,SOURCE_OFF,326.3323520638781,11.0
3,SOURCE_ON,326.3492216282867,12.0
6,SOURCE_OFF,326.63940720589477,11.0
11,SOURCE_ON,326.7543969733105,12.0
15,SOURCE_ON,327.2244668269565,13.0
17,SOURCE_OFF,327.3824497509267,12.0
0,SOURCE_OFF,327.7096937804464,11.0
6,SOURCE_ON,327.87301508237164,12.0
13,SOURCE_ON,327.9475010045958,13.0
3,SOURCE_OFF,329.0326692375586,12.0
16,SOURCE_OFF,329.11708017812475,11.0
15,SOURCE_OFF,329.41316880400404,10.0
14,SOURCE_OFF,329.5005956873284,9.0
17,SOURCE_ON,330.08301630180523,10.0
5,SOURCE_ON,330.1277251403076,11.0
6,SOURCE_OFF,330.59966092371604,10.0
15,SOURCE_ON,330.8095816831036,11.0
12,SOURCE_ON,331.22423353432686,12.0
2,SOURCE_OFF,331.30757017343774,11.0
11,SOURCE_OFF,331.3522562614424,10.0
14,SOURCE_ON,331.4112490129359,11.0
5,SOURCE_OFF,331.4590728992782,10.0
0,SOURCE_ON,331.6677053968747,11.0
13,SOURCE_OFF,331.91700643844615,10.0
17,SOURCE_OFF,331.9227033634487,9.0
6,SOURCE_ON,332.28643083747625,10.0
15,SOURCE_OFF,332.33592483017105,9.0
12,SOURCE_OFF,332.4831328956367,8.0
2,SOURCE_ON,332.73592451943966,9.0
11,SOURCE_ON,332.81975154588486,10.0
14,SOURCE_OFF,333.1604836847762,9.0
13,SOURCE_ON,333.2721394860102,10.0
17,SOURCE_ON,333.70320625060197,11.0
1,SOURCE_OFF,333.71560422364485,10.0
6,SOURCE_OFF,333.86109856785725,9.0
3,SOURCE_ON,333.9638643291322,10.0
12,SOURCE_ON,334.1784897755682,11.0
9,SOURCE_OFF,334.720782799971,10.0
1,SOURCE_ON,334.87587326799127,11.0
5,SOURCE_ON,334.9923740186169,12.0
11,SOURCE_OFF,335.2207718253328,11.0
16,SOURCE_ON,335.2742419303279,12.0
14,SOURCE_ON,335.3017604231143,13.0
2,SOURCE_OFF,335.3332961657708,12.0
3,SOURCE_OFF,335.36835052062924,11.0
12,SOURCE_OFF,335.7840344472285,10.0
5,SOURCE_OFF,336.07843398384574,9.0
14,SOURCE_OFF,336.4286520545194,8.0
3,SOURCE_ON,336.43251756165824,9.0
11,SOURCE_ON,336.5040809766194,10.0
9,SOURCE_ON,336.55459843005184,11.0
15,SOURCE_ON,336.5576618693123,12.0
2,SOURCE_ON,336.6291691618005,13.0
16,SOURCE_OFF,337.1713628147282,12.0
15,SOURCE_OFF,337.56186856468787,11.0
3,SOURCE_OFF,337.6578626914112,10.0
2,SOURCE_OFF,337.6645542714776,9.0
11,SOURCE_OFF,337.68106978577066,8.0
14,SOURCE_ON,337.84542906129695,9.0
17,SOURCE_OFF,337.87597074192473,8.0
6,SOURCE_ON,338.15739681119425,9.0
16,SOURCE_ON,338.2636784082309,10.0
1,SOURCE_OFF,338.70617017492555,9.0
14,SOURCE_OFF,339.0890314112191,8.0
5,SOURCE_ON,339.428248600847,9.0
12,SOURCE_ON,339.45075973868427,10.0
1,SOURCE_ON,339.760116871345,11.0
9,SOURCE_OFF,339.77695343799314,10.0
2,SOURCE_ON,339.7932286201281,11.0
15,SOURCE_ON,340.22339744322363,12.0
14,SOURCE_ON,340.26476601082504,13.0
12,SOURCE_OFF,340.49540329638074,12.0
1,SOURCE_OFF,340.81674308061366,11.0
9,SOURCE_ON,340.9049265799899,12.0
5,SOURCE_OFF,341.13560889539275,11.0
0,SOURCE_OFF,341.1727820101062,10.0
15,SOURCE_OFF,341.4094119004566,9.0
12,SOURCE_ON,341.518227717216,10.0
2,SOURCE_OFF,341.67279261726856,9.0
3,SOURCE_ON,341.802415877489,10.0
19,SOURCE_OFF,341.82430603442936,9.0
11,SOURCE_ON,341.91890014957664,10.0
1,SOURCE_ON,342.34886092031746,11.0
5,SOURCE_ON,342.454946488324,12.0
8,SOURCE_ON,342.57881628860537,13.0
12,SOURCE_OFF,342.677408087384,12.0
2,SOURCE_ON,342.7581827633368,13.0
9,SOURCE_OFF,342.8487671756901,12.0
19,SOURCE_ON,342.86750232772187,13.0
15,SOURCE_ON,342.88116502681106,14.0
3,SOURCE_OFF,342.8970866296086,13.0
0,SOURCE_ON,343.224047709586,14.0
11,SOURCE_OFF,343.4053600342712,13.0
16,SOURCE_OFF,343.6297061139235,12.0
5,SOURCE_OFF,343.7443457875264,11.0
2,SOURCE_OFF,343.88617739502644,10.0
3,SOURCE_ON,343.93202005681815,11.0
14,SOURCE_OFF,343.9688929213446,10.0
12,SOURCE_ON,343.99028258448686,11.0
9,SOURCE_ON,344.11071605907745,12.0
17,SOURCE_ON,344.22803841125614,13.0
15,SOURCE_OFF,344.48500124880206,12.0
8,SOURCE_OFF,344.5006265371208,11.0
1,SOURCE_OFF,344.6124879739363,10.0
5,SOURCE_ON,344.756824275877,11.0
3,SOURCE_OFF,345.0659953978905,10.0
19,SOURCE_OFF,345.1160476515276,9.0
12,SOURCE_OFF,345.1762343404924,8.0
9,SOURCE_OFF,345.28629937275144,7.0
14,SOURCE_ON,345.4489763232767,8.0
2,SOURCE_ON,345.5394446758093,9.0
8,SOURCE_ON,345.6964155741742,10.0
6,SOURCE_OFF,345.8630839872569,9.0
17,SOURCE_OFF,345.9177582608481,8.0
5,SOURCE_OFF,345.991965386774,7.0
11,SOURCE_ON,346.0300086090743,8.0
3,SOURCE_ON,346.1113871723942,9.0
13,SOURCE_OFF,346.25825526208814,8.0
2,SOURCE_OFF,346.64131853927444,7.0
0,SOURCE_OFF,347.01124855681536,6.0
5,SOURCE_ON,347.02553537980697,7.0
9,SOURCE_ON,347.2330483289855,8.0
3,SOURCE_OFF,347.3915396729329,7.0
11,SOURCE_OFF,347.3918334779621,6.0
15,SOURCE_ON,347.48221859854146,7.0
2,SOURCE_ON,348.1790788154122,8.0
0,SOURCE_ON,348.25191238002304,9.0
11,SOURCE_ON,348.44642724194074,10.0
15,SOURCE_OFF,348.4899198582943,9.0
14,SOURCE_OFF,348.6832222800848,8.0
12,SOURCE_ON,348.87806263784597,9.0
16,SOURCE_ON,349.01842844971566,10.0
5,SOURCE_OFF,349.3739814476409,9.0
4,SOURCE_OFF,349.4281315884992,8.0
8,SOURCE_OFF,349.503794537346,7.0
17,SOURCE_ON,349.5185245765322,8.0
2,SOURCE_OFF,349.543570838026,7.0
11,SOURCE_OFF,349.72479659979024,6.0
0,SOURCE_OFF,349.76235968865603,5.0
13,SOURCE_ON,349.8063441435839,6.0
1,SOURCE_ON,350.4322816436697,7.0
17,SOURCE_OFF,350.56710759730146,6.0
15,SOURCE_ON,350.64520350460975,7.0
8,SOURCE_ON,350.7197008773518,8.0
12,SOURCE_OFF,350.73065536140535,7.0
